latitude,longitude,var
74.5,-30.75,1.0
74.5,-30.625,1.0
74.5,-30.5,1.0
74.5,-30.375,1.0
74.5,-30.25,1.0
74.5,-30.125,1.0
74.5,-30.0,1.0
74.5,-29.875,1.0
74.5,-29.75,1.0
74.5,-29.625,1.0
74.5,-29.5,1.0
74.5,-29.375,1.0
74.5,-29.25,1.0
74.5,-29.125,1.0
74.5,-29.0,1.0
74.5,-28.875,1.0
74.5,-28.75,1.0
74.5,-28.625,1.0
74.5,-28.5,1.0
74.5,-28.375,1.0
74.5,-28.25,1.0
74.5,-28.125,1.0
74.5,-28.0,1.0
74.5,-27.875,1.0
74.5,-27.75,1.0
74.5,-27.625,1.0
74.5,-27.5,1.0
74.5,-27.375,1.0
74.5,-27.25,1.0
74.5,-27.125,1.0
74.5,-27.0,1.0
74.5,-26.875,1.0
74.5,-26.75,1.0
74.5,-26.625,1.0
74.5,-26.5,1.0
74.5,-26.375,1.0
74.5,-26.25,1.0
74.5,-26.125,0.973
74.5,-26.0,0.6
74.5,-25.875,0.6
74.5,-25.75,0.6
74.5,-25.625,0.733
74.5,-25.5,1.0
74.5,-25.375,0.8160000000000001
74.5,-25.25,0.605
74.5,-25.125,0.842
74.5,-25.0,1.0
74.5,-24.875,1.0
74.5,-24.75,1.0
74.5,-24.625,0.659
74.5,-24.5,0.606
74.5,-24.375,0.606
74.5,-24.25,0.632
74.5,-24.125,1.0
74.5,-24.0,1.0
74.5,-23.875,1.0
74.5,-23.75,1.0
74.5,-23.625,1.0
74.5,-23.5,1.0
74.5,-23.375,1.0
74.5,-23.25,1.0
74.5,-23.125,0.747
74.5,-23.0,0.621
74.5,-22.875,0.621
74.5,-22.75,0.621
74.5,-22.625,0.975
74.5,-22.5,1.0
74.5,-22.375,0.98
74.5,-22.25,0.642
74.5,-22.125,0.305
74.5,-22.0,0.305
74.5,-21.875,0.40700000000000003
74.5,-21.75,0.609
74.5,-21.625,0.607
74.5,-21.5,0.607
74.5,-21.375,0.607
74.5,-21.25,0.4
74.5,-21.125,0.3
74.5,-21.0,0.302
74.5,-20.875,0.303
74.5,-20.75,0.301
74.5,-20.625,0.301
74.5,-20.5,0.301
74.5,-20.375,0.355
74.5,-20.25,0.6930000000000001
74.5,-20.125,0.6930000000000001
74.5,-20.0,0.6930000000000001
74.5,-19.875,0.6930000000000001
74.5,-19.75,0.6930000000000001
74.5,-19.625,0.6930000000000001
74.5,-19.5,0.833
74.5,-19.375,1.0
74.5,-19.25,1.0
74.5,-19.125,1.0
74.5,-19.0,1.0
74.375,-35.0,1.0
74.375,-34.875,1.0
74.375,-34.75,1.0
74.375,-34.625,1.0
74.375,-34.5,1.0
74.375,-34.375,1.0
74.375,-34.25,1.0
74.375,-34.125,1.0
74.375,-34.0,1.0
74.375,-33.875,1.0
74.375,-33.75,1.0
74.375,-33.625,1.0
74.375,-33.5,1.0
74.375,-33.375,1.0
74.375,-33.25,1.0
74.375,-33.125,1.0
74.375,-33.0,1.0
74.375,-32.875,1.0
74.375,-32.75,1.0
74.375,-32.625,1.0
74.375,-32.5,1.0
74.375,-32.375,1.0
74.375,-32.25,1.0
74.375,-32.125,1.0
74.375,-32.0,1.0
74.375,-31.875,1.0
74.375,-31.75,1.0
74.375,-31.625,1.0
74.375,-31.5,1.0
74.375,-31.375,1.0
74.375,-31.25,1.0
74.375,-31.125,1.0
74.375,-31.0,1.0
74.375,-30.875,1.0
74.375,-30.75,1.0
74.375,-30.625,1.0
74.375,-30.5,1.0
74.375,-30.375,1.0
74.375,-30.25,1.0
74.375,-30.125,1.0
74.375,-30.0,1.0
74.375,-29.875,1.0
74.375,-29.75,1.0
74.375,-29.625,1.0
74.375,-29.5,1.0
74.375,-29.375,1.0
74.375,-29.25,1.0
74.375,-29.125,1.0
74.375,-29.0,1.0
74.375,-28.875,1.0
74.375,-28.75,1.0
74.375,-28.625,1.0
74.375,-28.5,1.0
74.375,-28.375,1.0
74.375,-28.25,1.0
74.375,-28.125,1.0
74.375,-28.0,1.0
74.375,-27.875,1.0
74.375,-27.75,1.0
74.375,-27.625,1.0
74.375,-27.5,1.0
74.375,-27.375,1.0
74.375,-27.25,1.0
74.375,-27.125,1.0
74.375,-27.0,1.0
74.375,-26.875,0.704
74.375,-26.75,0.556
74.375,-26.625,0.556
74.375,-26.5,0.556
74.375,-26.375,0.97
74.375,-26.25,1.0
74.375,-26.125,0.982
74.375,-26.0,0.674
74.375,-25.875,0.289
74.375,-25.75,0.289
74.375,-25.625,0.378
74.375,-25.5,0.557
74.375,-25.375,0.435
74.375,-25.25,0.295
74.375,-25.125,0.455
74.375,-25.0,0.562
74.375,-24.875,0.562
74.375,-24.75,0.562
74.375,-24.625,0.334
74.375,-24.5,0.296
74.375,-24.375,0.296
74.375,-24.25,0.314
74.375,-24.125,0.618
74.375,-24.0,1.0
74.375,-23.875,1.0
74.375,-23.75,1.0
74.375,-23.625,1.0
74.375,-23.5,1.0
74.375,-23.375,1.0
74.375,-23.25,1.0
74.375,-23.125,0.8310000000000001
74.375,-23.0,0.435
74.375,-22.875,0.322
74.375,-22.75,0.322
74.375,-22.625,0.558
74.375,-22.5,1.0
74.375,-22.375,1.0
74.375,-22.25,0.965
74.375,-22.125,0.67
74.375,-22.0,0.388
74.375,-21.875,0.388
74.375,-21.75,0.387
74.375,-21.625,0.385
74.375,-21.5,0.385
74.375,-21.375,0.385
74.375,-21.25,0.385
74.375,-21.125,0.327
74.375,-21.0,0.306
74.375,-20.875,0.683
74.375,-20.75,0.739
74.375,-20.625,0.301
74.375,-20.5,0.301
74.375,-20.375,0.335
74.375,-20.25,0.561
74.375,-20.125,0.561
74.375,-20.0,0.561
74.375,-19.875,0.561
74.375,-19.75,0.562
74.375,-19.625,0.5630000000000001
74.375,-19.5,0.5630000000000001
74.375,-19.375,0.5630000000000001
74.375,-19.25,0.784
74.25,-35.0,1.0
74.25,-34.875,1.0
74.25,-34.75,1.0
74.25,-34.625,1.0
74.25,-34.5,1.0
74.25,-34.375,1.0
74.25,-34.25,1.0
74.25,-34.125,1.0
74.25,-34.0,1.0
74.25,-33.875,1.0
74.25,-33.75,1.0
74.25,-33.625,1.0
74.25,-33.5,1.0
74.25,-33.375,1.0
74.25,-33.25,1.0
74.25,-33.125,1.0
74.25,-33.0,1.0
74.25,-32.875,1.0
74.25,-32.75,1.0
74.25,-32.625,1.0
74.25,-32.5,1.0
74.25,-32.375,1.0
74.25,-32.25,1.0
74.25,-32.125,1.0
74.25,-32.0,1.0
74.25,-31.875,1.0
74.25,-31.75,1.0
74.25,-31.625,1.0
74.25,-31.5,1.0
74.25,-31.375,1.0
74.25,-31.25,1.0
74.25,-31.125,1.0
74.25,-31.0,1.0
74.25,-30.875,1.0
74.25,-30.75,1.0
74.25,-30.625,1.0
74.25,-30.5,1.0
74.25,-30.375,1.0
74.25,-30.25,1.0
74.25,-30.125,1.0
74.25,-30.0,1.0
74.25,-29.875,1.0
74.25,-29.75,1.0
74.25,-29.625,1.0
74.25,-29.5,1.0
74.25,-29.375,1.0
74.25,-29.25,1.0
74.25,-29.125,1.0
74.25,-29.0,1.0
74.25,-28.875,1.0
74.25,-28.75,1.0
74.25,-28.625,1.0
74.25,-28.5,1.0
74.25,-28.375,1.0
74.25,-28.25,1.0
74.25,-28.125,1.0
74.25,-28.0,1.0
74.25,-27.875,1.0
74.25,-27.75,1.0
74.25,-27.625,1.0
74.25,-27.5,1.0
74.25,-27.375,1.0
74.25,-27.25,1.0
74.25,-27.125,1.0
74.25,-27.0,1.0
74.25,-26.875,0.855
74.25,-26.75,0.783
74.25,-26.625,0.783
74.25,-26.5,0.783
74.25,-26.375,0.986
74.25,-26.25,0.508
74.25,-26.125,0.508
74.25,-26.0,0.47900000000000004
74.25,-25.875,0.389
74.25,-25.75,0.783
74.25,-25.625,0.783
74.25,-25.5,0.783
74.25,-25.375,0.557
74.25,-25.25,0.298
74.25,-25.125,0.299
74.25,-25.0,0.624
74.25,-24.875,0.429
74.25,-24.75,0.3
74.25,-24.625,0.3
74.25,-24.5,0.298
74.25,-24.375,0.3
74.25,-24.25,0.3
74.25,-24.125,0.329
74.25,-24.0,0.613
74.25,-23.875,1.0
74.25,-23.75,1.0
74.25,-23.625,1.0
74.25,-23.5,1.0
74.25,-23.375,1.0
74.25,-23.25,1.0
74.25,-23.125,1.0
74.25,-23.0,0.848
74.25,-22.875,0.792
74.25,-22.75,0.792
74.25,-22.625,0.792
74.25,-22.5,0.592
74.25,-22.375,0.592
74.25,-22.25,0.592
74.25,-22.125,0.544
74.25,-22.0,0.352
74.25,-21.875,0.352
74.25,-21.75,0.352
74.25,-21.625,0.34700000000000003
74.25,-21.5,0.34
74.25,-21.375,0.34
74.25,-21.25,0.34
74.25,-21.125,0.668
74.25,-21.0,0.787
74.25,-20.875,0.972
74.25,-20.75,1.0
74.125,-35.0,1.0
74.125,-34.875,1.0
74.125,-34.75,1.0
74.125,-34.625,1.0
74.125,-34.5,1.0
74.125,-34.375,1.0
74.125,-34.25,1.0
74.125,-34.125,1.0
74.125,-34.0,1.0
74.125,-33.875,1.0
74.125,-33.75,1.0
74.125,-33.625,1.0
74.125,-33.5,1.0
74.125,-33.375,1.0
74.125,-33.25,1.0
74.125,-33.125,1.0
74.125,-33.0,1.0
74.125,-32.875,1.0
74.125,-32.75,1.0
74.125,-32.625,1.0
74.125,-32.5,1.0
74.125,-32.375,1.0
74.125,-32.25,1.0
74.125,-32.125,1.0
74.125,-32.0,1.0
74.125,-31.875,1.0
74.125,-31.75,1.0
74.125,-31.625,1.0
74.125,-31.5,1.0
74.125,-31.375,1.0
74.125,-31.25,1.0
74.125,-31.125,1.0
74.125,-31.0,1.0
74.125,-30.875,1.0
74.125,-30.75,1.0
74.125,-30.625,1.0
74.125,-30.5,1.0
74.125,-30.375,1.0
74.125,-30.25,1.0
74.125,-30.125,1.0
74.125,-30.0,1.0
74.125,-29.875,1.0
74.125,-29.75,1.0
74.125,-29.625,1.0
74.125,-29.5,1.0
74.125,-29.375,1.0
74.125,-29.25,1.0
74.125,-29.125,1.0
74.125,-29.0,1.0
74.125,-28.875,1.0
74.125,-28.75,1.0
74.125,-28.625,1.0
74.125,-28.5,1.0
74.125,-28.375,1.0
74.125,-28.25,1.0
74.125,-28.125,1.0
74.125,-28.0,1.0
74.125,-27.875,1.0
74.125,-27.75,1.0
74.125,-27.625,0.857
74.125,-27.5,0.464
74.125,-27.375,0.464
74.125,-27.25,0.464
74.125,-27.125,0.75
74.125,-27.0,1.0
74.125,-26.875,1.0
74.125,-26.75,1.0
74.125,-26.625,1.0
74.125,-26.5,1.0
74.125,-26.375,1.0
74.125,-26.25,0.8300000000000001
74.125,-26.125,0.8300000000000001
74.125,-26.0,0.8300000000000001
74.125,-25.875,0.864
74.125,-25.75,1.0
74.125,-25.625,1.0
74.125,-25.5,1.0
74.125,-25.375,0.922
74.125,-25.25,0.8320000000000001
74.125,-25.125,0.8320000000000001
74.125,-25.0,0.9440000000000001
74.125,-24.875,0.484
74.125,-24.75,0.296
74.125,-24.625,0.295
74.125,-24.5,0.295
74.125,-24.375,0.296
74.125,-24.25,0.303
74.125,-24.125,0.303
74.125,-24.0,0.336
74.125,-23.875,0.47500000000000003
74.125,-23.75,0.488
74.125,-23.625,0.488
74.125,-23.5,0.488
74.125,-23.375,0.49
74.125,-23.25,0.491
74.125,-23.125,0.491
74.125,-23.0,0.491
74.125,-22.875,0.898
74.125,-22.75,0.623
74.125,-22.625,0.5650000000000001
74.125,-22.5,0.424
74.125,-21.5,0.305
74.125,-21.375,0.306
74.125,-21.25,0.306
74.125,-21.125,0.43
74.125,-21.0,0.47400000000000003
74.125,-20.875,0.47400000000000003
74.125,-20.75,0.47400000000000003
74.125,-20.625,0.309
74.0,-35.0,1.0
74.0,-34.875,1.0
74.0,-34.75,1.0
74.0,-34.625,1.0
74.0,-34.5,1.0
74.0,-34.375,1.0
74.0,-34.25,1.0
74.0,-34.125,1.0
74.0,-34.0,1.0
74.0,-33.875,1.0
74.0,-33.75,1.0
74.0,-33.625,1.0
74.0,-33.5,1.0
74.0,-33.375,1.0
74.0,-33.25,1.0
74.0,-33.125,1.0
74.0,-33.0,1.0
74.0,-32.875,1.0
74.0,-32.75,1.0
74.0,-32.625,1.0
74.0,-32.5,1.0
74.0,-32.375,1.0
74.0,-32.25,1.0
74.0,-32.125,1.0
74.0,-32.0,1.0
74.0,-31.875,1.0
74.0,-31.75,1.0
74.0,-31.625,1.0
74.0,-31.5,1.0
74.0,-31.375,1.0
74.0,-31.25,1.0
74.0,-31.125,1.0
74.0,-31.0,1.0
74.0,-30.875,1.0
74.0,-30.75,1.0
74.0,-30.625,1.0
74.0,-30.5,1.0
74.0,-30.375,1.0
74.0,-30.25,1.0
74.0,-30.125,1.0
74.0,-30.0,1.0
74.0,-29.875,1.0
74.0,-29.75,1.0
74.0,-29.625,1.0
74.0,-29.5,1.0
74.0,-29.375,1.0
74.0,-29.25,1.0
74.0,-29.125,1.0
74.0,-29.0,1.0
74.0,-28.875,1.0
74.0,-28.75,1.0
74.0,-28.625,1.0
74.0,-28.5,1.0
74.0,-28.375,1.0
74.0,-28.25,1.0
74.0,-28.125,1.0
74.0,-28.0,1.0
74.0,-27.875,1.0
74.0,-27.75,1.0
74.0,-27.625,0.968
74.0,-27.5,0.879
74.0,-27.375,0.879
74.0,-27.25,0.879
74.0,-27.125,0.9430000000000001
74.0,-27.0,1.0
74.0,-26.875,1.0
74.0,-26.75,1.0
74.0,-26.625,1.0
74.0,-26.5,1.0
74.0,-26.375,1.0
74.0,-26.25,1.0
74.0,-26.125,0.961
74.0,-26.0,0.41600000000000004
74.0,-25.875,0.41600000000000004
74.0,-25.75,0.41600000000000004
74.0,-25.625,0.61
74.0,-25.5,1.0
74.0,-25.375,1.0
74.0,-25.25,1.0
74.0,-25.125,0.65
74.0,-25.0,0.417
74.0,-24.875,0.328
74.0,-24.75,0.296
74.0,-24.625,0.294
74.0,-24.5,0.293
74.0,-24.375,0.293
74.0,-24.25,0.295
74.0,-24.125,0.304
74.0,-24.0,0.304
74.0,-23.875,0.305
74.0,-23.75,0.5
74.0,-23.625,0.884
74.0,-23.5,0.884
74.0,-23.375,0.884
74.0,-23.25,0.551
74.0,-23.125,0.329
74.0,-23.0,0.329
74.0,-22.875,0.421
74.0,-22.75,0.43
74.0,-22.625,0.87
74.0,-22.5,0.901
74.0,-22.375,0.962
74.0,-22.25,0.432
74.0,-22.125,0.432
74.0,-22.0,0.432
74.0,-21.875,0.396
74.0,-21.75,0.324
74.0,-21.625,0.324
74.0,-21.5,0.323
74.0,-21.375,0.319
73.875,-35.0,1.0
73.875,-34.875,1.0
73.875,-34.75,1.0
73.875,-34.625,1.0
73.875,-34.5,1.0
73.875,-34.375,1.0
73.875,-34.25,1.0
73.875,-34.125,1.0
73.875,-34.0,1.0
73.875,-33.875,1.0
73.875,-33.75,1.0
73.875,-33.625,1.0
73.875,-33.5,1.0
73.875,-33.375,1.0
73.875,-33.25,1.0
73.875,-33.125,1.0
73.875,-33.0,1.0
73.875,-32.875,1.0
73.875,-32.75,1.0
73.875,-32.625,1.0
73.875,-32.5,1.0
73.875,-32.375,1.0
73.875,-32.25,1.0
73.875,-32.125,1.0
73.875,-32.0,1.0
73.875,-31.875,1.0
73.875,-31.75,1.0
73.875,-31.625,1.0
73.875,-31.5,1.0
73.875,-31.375,1.0
73.875,-31.25,1.0
73.875,-31.125,1.0
73.875,-31.0,1.0
73.875,-30.875,1.0
73.875,-30.75,1.0
73.875,-30.625,1.0
73.875,-30.5,1.0
73.875,-30.375,1.0
73.875,-30.25,1.0
73.875,-30.125,1.0
73.875,-30.0,1.0
73.875,-29.875,1.0
73.875,-29.75,1.0
73.875,-29.625,1.0
73.875,-29.5,1.0
73.875,-29.375,1.0
73.875,-29.25,0.778
73.875,-29.125,0.445
73.875,-29.0,0.445
73.875,-28.875,0.445
73.875,-28.75,0.8150000000000001
73.875,-28.625,1.0
73.875,-28.5,1.0
73.875,-28.375,1.0
73.875,-28.25,1.0
73.875,-28.125,1.0
73.875,-28.0,1.0
73.875,-27.875,1.0
73.875,-27.75,1.0
73.875,-27.625,1.0
73.875,-27.5,1.0
73.875,-27.375,1.0
73.875,-27.25,1.0
73.875,-27.125,1.0
73.875,-27.0,1.0
73.875,-26.875,1.0
73.875,-26.75,1.0
73.875,-26.625,1.0
73.875,-26.5,1.0
73.875,-26.375,1.0
73.875,-26.25,0.371
73.875,-26.125,0.366
73.875,-26.0,0.298
73.875,-25.875,0.305
73.875,-25.75,0.305
73.875,-25.625,0.33
73.875,-25.5,0.378
73.875,-25.375,0.377
73.875,-25.25,0.377
73.875,-25.125,0.333
73.875,-25.0,0.718
73.875,-24.875,0.926
73.875,-24.75,0.926
73.875,-24.625,0.926
73.875,-24.5,0.335
73.875,-24.375,0.303
73.875,-24.25,0.303
73.875,-24.125,0.304
73.875,-24.0,0.304
73.875,-23.875,0.304
73.875,-23.75,0.328
73.875,-23.625,0.386
73.875,-23.5,0.398
73.875,-23.375,0.398
73.875,-23.25,0.355
73.875,-23.125,0.327
73.875,-23.0,0.327
73.875,-22.875,0.327
73.875,-22.75,0.336
73.875,-22.625,0.9560000000000001
73.875,-22.5,0.393
73.875,-22.375,0.389
73.875,-22.25,0.334
73.875,-22.125,0.339
73.875,-22.0,0.339
73.875,-21.875,0.335
73.875,-21.75,0.5680000000000001
73.875,-21.625,0.929
73.875,-21.5,0.929
73.875,-21.375,0.97
73.875,-21.25,1.0
73.875,-21.125,1.0
73.875,-21.0,1.0
73.875,-20.875,1.0
73.75,-35.0,1.0
73.75,-34.875,1.0
73.75,-34.75,1.0
73.75,-34.625,1.0
73.75,-34.5,1.0
73.75,-34.375,1.0
73.75,-34.25,1.0
73.75,-34.125,1.0
73.75,-34.0,1.0
73.75,-33.875,1.0
73.75,-33.75,1.0
73.75,-33.625,1.0
73.75,-33.5,1.0
73.75,-33.375,1.0
73.75,-33.25,1.0
73.75,-33.125,1.0
73.75,-33.0,1.0
73.75,-32.875,1.0
73.75,-32.75,1.0
73.75,-32.625,1.0
73.75,-32.5,1.0
73.75,-32.375,1.0
73.75,-32.25,1.0
73.75,-32.125,1.0
73.75,-32.0,1.0
73.75,-31.875,1.0
73.75,-31.75,1.0
73.75,-31.625,1.0
73.75,-31.5,1.0
73.75,-31.375,1.0
73.75,-31.25,1.0
73.75,-31.125,1.0
73.75,-31.0,1.0
73.75,-30.875,1.0
73.75,-30.75,1.0
73.75,-30.625,1.0
73.75,-30.5,1.0
73.75,-30.375,1.0
73.75,-30.25,1.0
73.75,-30.125,1.0
73.75,-30.0,1.0
73.75,-29.875,1.0
73.75,-29.75,1.0
73.75,-29.625,1.0
73.75,-29.5,1.0
73.75,-29.375,1.0
73.75,-29.25,0.991
73.75,-29.125,0.976
73.75,-29.0,0.976
73.75,-28.875,0.976
73.75,-28.75,0.992
73.75,-28.625,1.0
73.75,-28.5,1.0
73.75,-28.375,1.0
73.75,-28.25,1.0
73.75,-28.125,1.0
73.75,-28.0,1.0
73.75,-27.875,1.0
73.75,-27.75,0.881
73.75,-27.625,0.404
73.75,-27.5,0.404
73.75,-27.375,0.404
73.75,-27.25,0.404
73.75,-27.125,0.404
73.75,-27.0,0.404
73.75,-26.875,0.404
73.75,-26.75,0.841
73.75,-26.625,1.0
73.75,-26.5,1.0
73.75,-26.375,1.0
73.75,-26.25,0.297
73.75,-26.125,0.342
73.75,-26.0,0.973
73.75,-25.875,0.838
73.75,-25.75,0.297
73.75,-25.625,0.297
73.75,-25.5,0.297
73.75,-25.375,0.297
73.75,-25.25,0.297
73.75,-25.125,0.297
73.75,-25.0,0.315
73.75,-24.875,0.333
73.75,-24.75,0.336
73.75,-24.625,0.336
73.75,-24.5,0.311
73.75,-24.375,0.304
73.75,-23.875,0.305
73.75,-23.75,0.305
73.75,-23.625,0.305
73.75,-23.5,0.314
73.75,-23.375,0.324
73.75,-23.25,0.324
73.75,-23.125,0.324
73.75,-23.0,0.801
73.75,-22.875,0.974
73.75,-22.75,0.974
73.75,-22.625,0.998
73.75,-22.5,0.322
73.75,-22.375,0.33
73.75,-22.25,0.435
73.75,-22.125,0.435
73.75,-22.0,0.435
73.75,-21.875,0.435
73.75,-21.75,0.445
73.75,-21.625,0.406
73.75,-21.5,0.343
73.75,-21.375,0.343
73.75,-21.25,0.342
73.75,-21.125,0.341
73.75,-21.0,0.341
73.75,-20.875,0.341
73.75,-20.75,0.334
73.75,-20.625,0.333
73.75,-20.5,0.333
73.75,-20.375,0.333
73.625,-35.0,1.0
73.625,-34.875,1.0
73.625,-34.75,1.0
73.625,-34.625,1.0
73.625,-34.5,1.0
73.625,-34.375,1.0
73.625,-34.25,1.0
73.625,-34.125,1.0
73.625,-34.0,1.0
73.625,-33.875,1.0
73.625,-33.75,1.0
73.625,-33.625,1.0
73.625,-33.5,1.0
73.625,-33.375,1.0
73.625,-33.25,1.0
73.625,-33.125,1.0
73.625,-33.0,1.0
73.625,-32.875,1.0
73.625,-32.75,1.0
73.625,-32.625,1.0
73.625,-32.5,1.0
73.625,-32.375,1.0
73.625,-32.25,1.0
73.625,-32.125,1.0
73.625,-32.0,1.0
73.625,-31.875,1.0
73.625,-31.75,1.0
73.625,-31.625,1.0
73.625,-31.5,1.0
73.625,-31.375,1.0
73.625,-31.25,1.0
73.625,-31.125,1.0
73.625,-31.0,1.0
73.625,-30.875,1.0
73.625,-30.75,1.0
73.625,-30.625,1.0
73.625,-30.5,1.0
73.625,-30.375,1.0
73.625,-30.25,1.0
73.625,-30.125,1.0
73.625,-30.0,1.0
73.625,-29.875,1.0
73.625,-29.75,1.0
73.625,-29.625,1.0
73.625,-29.5,1.0
73.625,-29.375,1.0
73.625,-29.25,1.0
73.625,-29.125,1.0
73.625,-29.0,1.0
73.625,-28.875,1.0
73.625,-28.75,0.989
73.625,-28.625,0.983
73.625,-28.5,0.983
73.625,-28.375,0.983
73.625,-28.25,0.983
73.625,-28.125,0.983
73.625,-28.0,0.9430000000000001
73.625,-27.875,0.383
73.625,-27.75,0.398
73.625,-27.625,0.558
73.625,-27.5,0.802
73.625,-27.375,0.398
73.625,-27.25,0.387
73.625,-27.125,0.387
73.625,-27.0,0.744
73.625,-26.875,0.981
73.625,-26.75,0.98
73.625,-26.625,0.98
73.625,-26.5,0.98
73.625,-26.375,0.999
73.625,-26.25,1.0
73.625,-26.125,0.999
73.625,-26.0,0.89
73.625,-25.875,0.309
73.625,-25.75,0.505
73.625,-25.625,0.993
73.625,-25.5,0.98
73.625,-25.375,0.98
73.625,-25.25,0.619
73.625,-25.125,0.304
73.625,-25.0,0.304
73.625,-24.875,0.304
73.625,-24.75,0.304
73.625,-24.625,0.304
73.625,-24.5,0.304
73.625,-24.375,0.304
73.625,-23.75,0.438
73.625,-23.625,0.435
73.625,-23.5,0.435
73.625,-23.375,0.435
73.625,-23.25,0.437
73.625,-23.125,0.439
73.625,-23.0,0.439
73.625,-22.875,0.439
73.625,-22.75,0.439
73.625,-22.625,0.439
73.625,-22.5,0.439
73.625,-22.375,0.439
73.625,-22.25,0.439
73.625,-22.125,0.439
73.625,-22.0,0.439
73.625,-21.875,0.439
73.625,-21.75,0.439
73.625,-21.625,0.378
73.625,-21.5,0.307
73.625,-21.375,0.305
73.625,-21.25,0.305
73.625,-21.125,0.315
73.625,-21.0,0.318
73.625,-20.875,0.318
73.625,-20.75,0.318
73.5,-35.0,1.0
73.5,-34.875,1.0
73.5,-34.75,1.0
73.5,-34.625,1.0
73.5,-34.5,1.0
73.5,-34.375,1.0
73.5,-34.25,1.0
73.5,-34.125,1.0
73.5,-34.0,1.0
73.5,-33.875,1.0
73.5,-33.75,1.0
73.5,-33.625,1.0
73.5,-33.5,1.0
73.5,-33.375,1.0
73.5,-33.25,1.0
73.5,-33.125,1.0
73.5,-33.0,1.0
73.5,-32.875,1.0
73.5,-32.75,1.0
73.5,-32.625,1.0
73.5,-32.5,1.0
73.5,-32.375,1.0
73.5,-32.25,1.0
73.5,-32.125,1.0
73.5,-32.0,1.0
73.5,-31.875,1.0
73.5,-31.75,1.0
73.5,-31.625,1.0
73.5,-31.5,1.0
73.5,-31.375,1.0
73.5,-31.25,1.0
73.5,-31.125,1.0
73.5,-31.0,1.0
73.5,-30.875,1.0
73.5,-30.75,1.0
73.5,-30.625,1.0
73.5,-30.5,1.0
73.5,-30.375,1.0
73.5,-30.25,1.0
73.5,-30.125,1.0
73.5,-30.0,1.0
73.5,-29.875,1.0
73.5,-29.75,1.0
73.5,-29.625,1.0
73.5,-29.5,1.0
73.5,-29.375,1.0
73.5,-29.25,1.0
73.5,-29.125,1.0
73.5,-29.0,1.0
73.5,-28.875,1.0
73.5,-28.75,0.653
73.5,-28.625,0.47900000000000004
73.5,-28.5,0.47900000000000004
73.5,-28.375,0.47900000000000004
73.5,-28.25,0.47900000000000004
73.5,-28.125,0.424
73.5,-28.0,0.424
73.5,-27.875,0.494
73.5,-27.75,0.9450000000000001
73.5,-27.625,0.9450000000000001
73.5,-27.5,0.9450000000000001
73.5,-27.375,0.722
73.5,-27.25,0.385
73.5,-27.125,0.383
73.5,-27.0,0.383
73.5,-26.875,0.338
73.5,-26.75,0.309
73.5,-26.625,0.307
73.5,-26.5,0.307
73.5,-26.375,0.891
73.5,-26.25,1.0
73.5,-26.125,0.9580000000000001
73.5,-26.0,0.372
73.5,-25.875,0.497
73.5,-25.75,1.0
73.5,-25.625,0.767
73.5,-25.5,0.302
73.5,-25.375,0.301
73.5,-25.25,0.301
73.5,-23.625,0.34900000000000003
73.5,-23.5,0.308
73.5,-23.375,0.308
73.5,-23.25,0.387
73.5,-23.125,0.43
73.5,-23.0,0.427
73.5,-22.875,0.427
73.5,-22.75,0.429
73.5,-22.625,0.429
73.5,-22.5,0.429
73.5,-22.375,0.43
73.5,-22.25,0.439
73.5,-22.125,0.439
73.5,-22.0,0.439
73.5,-21.875,0.439
73.5,-21.75,0.439
73.5,-21.625,0.439
73.5,-21.5,0.372
73.5,-21.375,0.314
73.5,-21.25,0.314
73.5,-21.125,0.314
73.5,-21.0,0.316
73.5,-20.875,0.317
73.5,-20.75,0.317
73.5,-20.625,0.317
73.375,-35.0,1.0
73.375,-34.875,1.0
73.375,-34.75,1.0
73.375,-34.625,1.0
73.375,-34.5,1.0
73.375,-34.375,1.0
73.375,-34.25,1.0
73.375,-34.125,1.0
73.375,-34.0,1.0
73.375,-33.875,1.0
73.375,-33.75,1.0
73.375,-33.625,1.0
73.375,-33.5,1.0
73.375,-33.375,1.0
73.375,-33.25,1.0
73.375,-33.125,1.0
73.375,-33.0,1.0
73.375,-32.875,1.0
73.375,-32.75,1.0
73.375,-32.625,1.0
73.375,-32.5,1.0
73.375,-32.375,1.0
73.375,-32.25,1.0
73.375,-32.125,1.0
73.375,-32.0,1.0
73.375,-31.875,1.0
73.375,-31.75,1.0
73.375,-31.625,1.0
73.375,-31.5,1.0
73.375,-31.375,1.0
73.375,-31.25,1.0
73.375,-31.125,1.0
73.375,-31.0,1.0
73.375,-30.875,1.0
73.375,-30.75,1.0
73.375,-30.625,1.0
73.375,-30.5,1.0
73.375,-30.375,1.0
73.375,-30.25,1.0
73.375,-30.125,1.0
73.375,-30.0,1.0
73.375,-29.875,1.0
73.375,-29.75,1.0
73.375,-29.625,1.0
73.375,-29.5,1.0
73.375,-29.375,1.0
73.375,-29.25,1.0
73.375,-29.125,1.0
73.375,-29.0,1.0
73.375,-28.875,1.0
73.375,-28.75,1.0
73.375,-28.625,1.0
73.375,-28.5,0.925
73.375,-28.375,0.906
73.375,-28.25,0.906
73.375,-28.125,0.428
73.375,-28.0,0.428
73.375,-27.875,0.428
73.375,-27.75,0.428
73.375,-27.625,0.453
